wage,educ,exper,tenure,nonwhite,female,married,numdep,smsa,northcen,south,west,construc,ndurman,trcommpu,trade,services,profserv,profocc,clerocc,servocc,lwage,expersq,tenursq
6.5,12,20,14,0,0,1,3,1,0,0,1,0,0,0,1,0,0,0,0,0,1.8718022,400,196
3,12,36,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1.0986123,1296,1
4.3800001,13,7,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1.4770488,49,0
10,12,15,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,2.3025851,225,0
4.9499998,7,25,17,0,0,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1.5993875,625,289
9,17,7,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,2.1972246,49,0
1.4299999,12,17,0,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,.35767442,289,0
3.0799999,12,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1.1249295,9,1
9.3299999,14,12,11,0,0,1,3,0,0,0,0,0,0,0,0,0,1,1,0,0,2.2332351,144,121
7.5,12,18,5,0,0,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,2.0149031,324,25
4.75,13,47,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1.5581446,2209,1
5.6500001,12,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1.7316556,4,0
15,16,14,2,0,1,1,2,0,0,0,1,0,0,0,0,0,1,1,0,0,2.7080503,196,4
2.27,10,2,0,0,1,0,3,0,0,0,1,0,0,0,1,0,0,1,0,0,.81977981,4,0
4.6700001,15,13,18,0,0,1,3,0,0,0,1,1,0,0,0,0,0,1,0,0,1.541159,169,324
11.56,16,5,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2.447551,25,1
3.5,14,5,4,1,1,0,2,0,0,0,1,0,0,0,0,0,1,0,1,0,1.2527629,25,16
